<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
RI.IMOEX,D,20170505,000000,2002.4100000,25800797651
RI.IMOEX,D,20170510,000000,2028.2100000,31628194140
RI.IMOEX,D,20170511,000000,2002.5400000,31574420991
RI.IMOEX,D,20170512,000000,1994.5800000,24917567498
RI.IMOEX,D,20170515,000000,2003.1200000,31075420850
RI.IMOEX,D,20170516,000000,1992.9400000,30635088434
RI.IMOEX,D,20170517,000000,1994.3500000,25668959798
RI.IMOEX,D,20170518,000000,1967.6600000,40953029940
RI.IMOEX,D,20170519,000000,1962.4000000,31187471685
RI.IMOEX,D,20170522,000000,1950.5100000,23602706319
RI.IMOEX,D,20170523,000000,1960.1600000,27659608068
RI.IMOEX,D,20170524,000000,1951.9800000,28695792399
RI.IMOEX,D,20170525,000000,1947.2600000,25550829769
RI.IMOEX,D,20170526,000000,1934.2500000,30647468029
RI.IMOEX,D,20170529,000000,1940.7700000,20422932144
RI.IMOEX,D,20170530,000000,1932.9100000,25322211657
RI.IMOEX,D,20170531,000000,1900.3800000,71545660505
RI.IMOEX,D,20170601,000000,1869.6600000,42283112574
RI.IMOEX,D,20170602,000000,1881.8700000,35330749009
RI.IMOEX,D,20170605,000000,1877.6900000,23408584007
RI.IMOEX,D,20170606,000000,1870.0400000,20948993561
RI.IMOEX,D,20170607,000000,1868.4200000,26889290070
RI.IMOEX,D,20170608,000000,1874.2100000,33402130491
RI.IMOEX,D,20170609,000000,1883.3400000,25386395503
RI.IMOEX,D,20170613,000000,1861.2700000,29671134220
RI.IMOEX,D,20170614,000000,1838.3200000,36461031355
RI.IMOEX,D,20170615,000000,1817.8200000,90850626608
RI.IMOEX,D,20170616,000000,1822.9100000,40514022653
RI.IMOEX,D,20170619,000000,1849.7800000,26321139977
RI.IMOEX,D,20170620,000000,1857.9600000,33485030802
RI.IMOEX,D,20170621,000000,1850.8100000,32260874865
RI.IMOEX,D,20170622,000000,1860.0500000,32802839592
RI.IMOEX,D,20170623,000000,1867.4600000,25091978309
RI.IMOEX,D,20170626,000000,1860.3900000,22580884817
RI.IMOEX,D,20170627,000000,1878.9400000,26711284361
RI.IMOEX,D,20170628,000000,1891.9800000,24870797072
RI.IMOEX,D,20170629,000000,1881.0400000,27268675444
RI.IMOEX,D,20170630,000000,1879.5000000,31119075504
RI.IMOEX,D,20170703,000000,1902.5900000,21689196815
RI.IMOEX,D,20170704,000000,1917.4000000,23689847047
RI.IMOEX,D,20170705,000000,1921.3800000,27620038524
RI.IMOEX,D,20170706,000000,1923.2200000,31039714289
RI.IMOEX,D,20170707,000000,1912.4800000,32083641556
RI.IMOEX,D,20170710,000000,1925.7400000,28979604237
RI.IMOEX,D,20170711,000000,1937.6400000,28624181902
RI.IMOEX,D,20170712,000000,1954.3900000,36305532786
RI.IMOEX,D,20170713,000000,1959.9100000,36308674211
RI.IMOEX,D,20170714,000000,1960.6900000,25452592793
RI.IMOEX,D,20170717,000000,1959.1100000,26054621581
RI.IMOEX,D,20170718,000000,1947.7100000,28468668592
RI.IMOEX,D,20170719,000000,1951.8900000,29405243087
RI.IMOEX,D,20170720,000000,1946.5100000,24831080038
RI.IMOEX,D,20170721,000000,1925.1300000,24212162259
RI.IMOEX,D,20170724,000000,1931.7500000,28107906199
RI.IMOEX,D,20170725,000000,1923.7300000,29664231265
RI.IMOEX,D,20170726,000000,1933.1000000,25183526803
RI.IMOEX,D,20170727,000000,1945.1200000,25403119121
RI.IMOEX,D,20170728,000000,1916.7500000,31617475393
RI.IMOEX,D,20170731,000000,1919.5300000,32794752904
RI.IMOEX,D,20170801,000000,1940.1400000,31002671935
RI.IMOEX,D,20170802,000000,1965.4800000,30249728706
RI.IMOEX,D,20170803,000000,1965.2900000,26140336130
RI.IMOEX,D,20170804,000000,1953.4900000,22707183015
RI.IMOEX,D,20170807,000000,1970.3700000,23784276377
RI.IMOEX,D,20170808,000000,1989.6100000,27593270851
RI.IMOEX,D,20170809,000000,1975.9100000,26564079195
RI.IMOEX,D,20170810,000000,1960.2300000,22287880106
RI.IMOEX,D,20170811,000000,1944.8300000,31705736112
RI.IMOEX,D,20170814,000000,1951.7500000,18662401272
RI.IMOEX,D,20170815,000000,1950.2800000,20469517277
RI.IMOEX,D,20170816,000000,1942.8800000,32207183200
RI.IMOEX,D,20170817,000000,1941.5200000,18614476088
RI.IMOEX,D,20170818,000000,1930.7100000,25282259050
RI.IMOEX,D,20170821,000000,1937.6600000,20014616930
RI.IMOEX,D,20170822,000000,1947.4000000,25904806192
RI.IMOEX,D,20170823,000000,1958.5200000,28660843505
RI.IMOEX,D,20170824,000000,1973.5000000,29123932717
RI.IMOEX,D,20170825,000000,1979.1400000,31208673629
RI.IMOEX,D,20170828,000000,1987.1500000,20300626389
RI.IMOEX,D,20170829,000000,1989.1200000,30461927222
RI.IMOEX,D,20170830,000000,2008.8800000,38389640750
RI.IMOEX,D,20170831,000000,2022.2200000,48267718427
RI.IMOEX,D,20170901,000000,2010.9800000,30489251493
RI.IMOEX,D,20170904,000000,2003.3200000,21225818753
RI.IMOEX,D,20170905,000000,2004.0200000,30737265410
RI.IMOEX,D,20170906,000000,2014.6000000,32869337151
RI.IMOEX,D,20170907,000000,2010.1700000,31634591463
RI.IMOEX,D,20170908,000000,2032.7500000,38258005714
RI.IMOEX,D,20170911,000000,2044.1300000,36317540552
RI.IMOEX,D,20170912,000000,2058.8000000,31288398754
RI.IMOEX,D,20170913,000000,2054.1900000,38010560083
RI.IMOEX,D,20170914,000000,2052.2500000,31569273510
RI.IMOEX,D,20170915,000000,2053.8100000,32001947618
RI.IMOEX,D,20170918,000000,2059.0800000,27791911849
RI.IMOEX,D,20170919,000000,2048.9900000,28946462606
RI.IMOEX,D,20170920,000000,2057.5300000,35396601120
RI.IMOEX,D,20170921,000000,2060.2400000,33057559698
RI.IMOEX,D,20170922,000000,2051.6300000,28074449954
RI.IMOEX,D,20170925,000000,2069.1100000,36034399685
RI.IMOEX,D,20170926,000000,2071.1300000,40745873808
RI.IMOEX,D,20170927,000000,2081.1200000,29664329304
RI.IMOEX,D,20170928,000000,2071.6400000,25543129539
RI.IMOEX,D,20170929,000000,2077.1900000,25879486788
RI.IMOEX,D,20171002,000000,2075.7200000,23781336284
RI.IMOEX,D,20171003,000000,2076.8100000,29271290869
RI.IMOEX,D,20171004,000000,2077.0900000,22612073883
RI.IMOEX,D,20171005,000000,2088.3200000,31196036315
RI.IMOEX,D,20171006,000000,2093.8600000,29518982080
RI.IMOEX,D,20171009,000000,2096.2900000,21834093292
RI.IMOEX,D,20171010,000000,2086.9100000,20851365341
RI.IMOEX,D,20171011,000000,2101.0700000,34018959291
RI.IMOEX,D,20171012,000000,2094.9600000,25726422026
RI.IMOEX,D,20171013,000000,2098.7700000,27257297401
RI.IMOEX,D,20171016,000000,2106.3900000,27713508271
RI.IMOEX,D,20171017,000000,2092.5700000,28669238613
RI.IMOEX,D,20171018,000000,2094.4000000,31229047361
RI.IMOEX,D,20171019,000000,2072.7300000,29049131346
RI.IMOEX,D,20171020,000000,2071.8300000,31894760682
RI.IMOEX,D,20171023,000000,2063.8100000,25549512657
RI.IMOEX,D,20171024,000000,2061.7900000,26577228482
RI.IMOEX,D,20171025,000000,2049.4800000,30312496094
RI.IMOEX,D,20171026,000000,2046.6900000,25193087908
RI.IMOEX,D,20171027,000000,2068.7600000,32978905862
RI.IMOEX,D,20171030,000000,2065.2500000,25948134792
RI.IMOEX,D,20171031,000000,2064.3100000,28555231309
RI.IMOEX,D,20171101,000000,2082.7300000,36089541735
RI.IMOEX,D,20171102,000000,2073.0400000,32705382338
RI.IMOEX,D,20171103,000000,2081.1500000,31932210910
RI.IMOEX,D,20171107,000000,2155.5500000,76163603392
RI.IMOEX,D,20171108,000000,2163.0100000,49040305740
RI.IMOEX,D,20171109,000000,2183.6100000,61503124362
RI.IMOEX,D,20171110,000000,2169.2600000,61081233718
RI.IMOEX,D,20171113,000000,2167.6300000,37970412063
RI.IMOEX,D,20171114,000000,2166.8300000,46980543848
RI.IMOEX,D,20171115,000000,2131.7500000,53484016959
RI.IMOEX,D,20171116,000000,2132.6500000,56322547454
RI.IMOEX,D,20171117,000000,2131.9100000,33482727850
RI.IMOEX,D,20171120,000000,2130.3900000,26205978752
RI.IMOEX,D,20171121,000000,2155.8200000,50470600415
RI.IMOEX,D,20171122,000000,2160.1600000,33535162036
RI.IMOEX,D,20171123,000000,2148.5600000,30659856682
RI.IMOEX,D,20171124,000000,2161.1700000,30413023256
RI.IMOEX,D,20171127,000000,2145.8700000,24683806656
RI.IMOEX,D,20171128,000000,2149.4500000,31474489665
